0,0
1,657
2,657
3,657
4,657
5,657
6,657
7,657
8,657
9,657
10,657
11,657
12,23387
13,23387
14,23387
15,23387
16,23387
17,23387
18,23387
19,23387
20,23387
21,23387
22,23387
23,23387
24,23387
25,23387
26,23387
27,23387
28,23387
29,23387
30,23387
31,23387
32,23387
33,23387
34,23387
35,23387
36,23387
37,23387
38,23387
39,23387
40,23387
41,23387
42,23387
43,23387
44,23387
45,23387
46,23387
47,23387
48,23387
49,23387
50,23387
51,23387
52,23387
53,23387
54,23387
55,23387
56,23387
57,23387
58,23387
59,23387
60,23387
61,23387
62,23387
63,23387
64,23387
65,23387
66,23387
67,23387
68,23387
69,23434
70,23434
71,23434
72,23434
73,23434
74,23434
75,23462
76,23462
77,23462
78,23462
79,23462
80,23462
81,23462
82,23462
83,23462
84,23462
85,23462
86,23462
87,23462
88,23462
89,23462
90,23462
91,23462
92,23462
93,23462
94,23462
95,23462
96,23462
97,23462
98,23462
99,23462
