0,4733
1,4891
2,4893
3,4893
4,4893
5,4893
6,4893
7,4893
8,4895
9,4895
10,4895
11,4895
12,4895
13,4895
14,4895
15,4895
16,4895
17,4895
18,4895
19,4895
20,4895
21,4895
22,4895
23,4898
24,4898
25,4898
26,4898
27,4898
28,4898
29,4898
30,4898
31,4898
32,4898
33,4898
34,4898
35,4898
36,4898
37,4898
38,4898
39,4898
40,4898
41,4898
42,4898
43,4898
44,4898
45,4898
46,4898
47,4898
48,4898
49,4898
50,4898
51,4898
52,4898
53,4898
54,4898
55,4898
56,4898
57,4898
58,4898
59,4979
60,4979
61,4979
62,4979
63,4979
64,4979
65,4979
66,4979
67,4979
68,4979
69,4983
70,4992
71,4992
72,4992
73,4992
74,4992
75,4992
76,4992
77,4992
78,4992
79,4992
80,4992
81,4992
82,4992
83,4992
84,4992
85,4992
86,4992
87,4992
88,4992
89,4992
90,4992
91,4992
92,4992
93,4992
94,4992
95,4992
96,4992
97,4992
98,4992
99,4992
