0,0
1,5180
2,5180
3,5180
4,5180
5,5180
6,5180
7,5180
8,5180
9,5180
10,5180
11,5180
12,5180
13,5180
14,5180
15,5180
16,5180
17,5180
18,5180
19,5180
20,5180
21,5180
22,5180
23,5180
24,5180
25,5180
26,5180
27,5180
28,5180
29,5180
30,5180
31,5180
32,5180
33,5180
34,5180
35,5180
36,5180
37,5180
38,5180
39,5180
40,5180
41,5180
42,5180
43,5180
44,5180
45,5180
46,5180
47,5180
48,5180
49,5180
50,5180
51,5180
52,5180
53,5180
54,5180
55,5180
56,5180
57,5180
58,5180
59,5180
60,5180
61,5180
62,5180
63,5180
64,5180
65,5180
66,5180
67,5180
68,5180
69,5180
70,5180
71,5180
72,5180
73,5180
74,5180
75,5180
76,5180
77,5180
78,5180
79,5180
80,5180
81,5180
82,5180
83,5180
84,5180
85,5180
86,5180
87,5180
88,5180
89,5180
90,5180
91,5180
92,5180
93,5180
94,5180
95,5180
96,5180
97,5180
98,5180
99,5180
