1,608562
2,728003
3,765693
4,781828
5,833198
6,842357
7,853223
8,854506
9,855995
10,857283
11,870341
12,870412
13,872707
14,873839
15,877030
16,879572
17,882769
18,883451
19,884313
20,886187
21,888756
22,889557
23,891390
24,899372
25,900940
26,908963
27,910022
28,910429
29,910952
30,916207
31,920825
32,921265
33,921387
34,930534
35,932101
36,932497
37,932991
38,934557
39,935108
40,935999
41,937134
42,937243
43,937369
44,937802
45,939224
46,939497
47,939813
48,939817
49,940015
50,940178
51,940212
52,942255
53,942372
54,942393
55,942514
56,942816
57,943371
58,944056
59,944097
60,944249
61,944317
62,944690
63,945119
64,945363
65,945426
66,945434
67,949295
68,949421
69,949459
70,951275
71,951318
72,951501
73,951501
74,951517
75,952364
76,952375
77,952448
78,953119
79,954660
80,954709
81,954874
82,955508
83,955749
84,955844
85,959790
86,959951
87,959960
88,960022
89,960253
90,960379
91,961296
92,961309
93,961309
94,961309
95,961342
96,961401
97,961438
98,961666
99,961886
100,961886
