0,1391142
1,1723555
2,1744998
3,1764029
4,1765087
5,1765521
6,1765568
7,1765630
8,1766231
9,1766404
10,1766869
11,1767005
12,1767065
13,1767087
14,1960318
15,1960898
16,1960929
17,1961089
18,1961553
19,1961597
20,1961615
21,1961681
22,1961700
23,1961725
24,1961829
25,1961853
26,1962446
27,1962452
28,1962525
29,1962533
30,1962642
31,1962652
32,1963767
33,1964099
34,1964217
35,1964223
36,1964278
37,1965406
38,1965479
39,1965499
40,1965541
41,1965562
42,1965572
43,1965595
44,1965625
45,1965641
46,1965666
47,1965669
48,1991540
49,1991598
50,1991626
51,1991636
52,1991662
53,1991665
54,1991676
55,1991745
56,1991756
57,1991764
58,1991789
59,1991796
60,1991824
61,1991855
62,1991876
63,1992032
64,1992032
65,1992080
66,1992096
67,1992105
68,1992139
69,1992144
70,1992156
71,1992223
72,1992260
73,1992281
74,1992283
75,1992297
76,1992312
77,1992334
78,1992362
79,1992390
80,1992423
81,1992439
82,1992470
83,1992475
84,1992485
85,1992506
86,1992525
87,1992541
88,1992546
89,1992552
90,1992562
91,1992571
92,1992579
93,1992611
94,1992632
95,1997341
96,1997351
97,1997370
98,1997407
