0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,12427
13,12427
14,12427
15,12427
16,12427
17,12427
18,12427
19,12427
20,12427
21,16302
22,16302
23,16302
24,16302
25,16302
26,16302
27,16302
28,16302
29,16302
30,16302
31,16302
32,16302
33,16302
34,16302
35,16302
36,16302
37,19159
38,19204
39,19204
40,19204
41,19204
42,19204
43,19204
44,19204
45,19204
46,19204
47,19204
48,19204
49,19204
50,19204
51,19204
52,19204
53,19204
54,19204
55,19204
56,19204
57,19204
58,19204
59,19204
60,19204
61,19204
62,19371
63,19371
64,19371
65,19371
66,19371
67,19371
68,19371
69,19371
70,19371
71,19371
72,19371
73,19371
74,19371
75,19371
76,19375
77,19375
78,19375
79,19375
80,19375
81,19375
82,19375
83,19375
84,19375
85,19375
86,19375
87,19375
88,19375
89,19375
90,19375
91,19375
92,19375
93,19375
94,19375
95,19489
96,19489
97,19489
