0,18333
1,18897
2,18897
3,18897
4,18897
5,18897
6,18897
7,18897
8,18897
9,18897
10,18897
11,18897
12,21318
13,21318
14,21318
15,21318
16,21318
17,21318
18,21318
19,21318
20,21318
21,21320
22,21320
23,21320
24,21320
25,21320
26,21320
27,21320
28,21320
29,21320
30,21320
31,21320
32,21320
33,21320
34,21320
35,21320
36,21320
37,21320
38,21320
39,21320
40,21320
41,21320
42,21320
43,21320
44,21320
45,21320
46,21320
47,21320
48,21320
49,21320
50,21320
51,21320
52,21320
53,21320
54,21320
55,21320
56,21320
57,21320
58,21320
59,21320
60,21320
61,21320
62,21320
63,21320
64,21320
65,21320
66,21320
67,21320
68,21320
69,21320
70,21320
71,21320
72,21430
73,21430
74,21430
75,21430
76,21430
77,21430
78,21430
79,21430
80,21430
81,21430
82,21430
83,21430
84,21430
85,21430
86,21430
87,21430
88,21430
89,21430
90,21430
91,21430
92,21430
93,21430
94,21430
95,21430
96,21430
97,21430
