0,10855
1,22410
2,22429
3,22433
4,22768
5,22777
6,22777
7,22777
8,22777
9,22777
10,22777
11,22777
12,22777
13,22777
14,22864
15,22975
16,22975
17,22975
18,22975
19,22975
20,23200
21,23200
22,23200
23,23313
24,23313
25,23313
26,23313
27,23313
28,23313
29,23313
30,23313
31,23426
32,23426
33,23426
34,23426
35,23469
36,23469
37,23469
38,23469
39,23469
40,23469
41,23469
42,23469
43,23469
44,23469
45,23563
46,23563
47,23563
48,23563
49,23563
50,23574
51,23574
52,23574
53,23574
54,23574
55,23574
56,23574
57,23574
58,23574
59,23574
60,23574
61,23574
62,23574
63,23574
64,23574
65,23574
66,23574
67,23574
68,23574
69,23574
70,23574
71,23574
72,23574
73,23574
74,23574
75,23574
76,23574
77,23574
78,23574
79,23574
80,23574
81,23574
82,23574
83,23574
84,23574
85,23574
86,23574
87,23574
88,23574
89,23574
90,23574
91,23574
92,23574
93,23574
94,23574
95,23574
96,23574
97,23574
98,23574
99,23574
