0,4733
1,9120
2,9120
3,9164
4,9164
5,9164
6,9167
7,9167
8,9167
9,9167
10,9167
11,9167
12,9167
13,9167
14,9167
15,9167
16,9167
17,9167
18,9167
19,9167
20,9167
21,9167
22,9167
23,9167
24,9167
25,9167
26,9167
27,9167
28,9167
29,9167
30,9167
31,9167
32,9167
33,9167
34,9167
35,9167
36,9167
37,9167
38,9167
39,9167
40,9167
41,9167
42,9167
43,9167
44,9167
45,9167
46,9167
47,9167
48,9167
49,9167
50,9167
51,9167
52,9167
53,9167
54,9167
55,9167
56,9167
57,9167
58,9167
59,9167
60,9167
61,9167
62,9167
63,9167
64,9167
65,9167
66,9167
67,9167
68,9167
69,9167
70,9172
71,9172
72,9172
73,9172
74,9172
75,9172
76,9172
77,9172
78,9172
79,9172
80,9172
81,9172
82,9172
83,9172
84,9172
85,9172
86,9172
87,9172
88,9172
89,9172
90,9172
91,9172
92,9172
93,9172
94,9172
95,9172
96,9172
97,9172
98,9172
99,9172
