0,5248
1,5259
2,5259
3,5259
4,5259
5,5259
6,5259
7,5259
8,5259
9,5259
10,5259
11,5259
12,5259
13,5259
14,5259
15,5296
16,5296
17,5296
18,5296
19,5296
20,5296
21,5296
22,5296
23,5296
24,5296
25,5296
26,5296
27,5296
28,5296
29,5296
30,5296
31,5296
32,5296
33,5296
34,5296
35,5296
36,5296
37,5296
38,5296
39,5296
40,5296
41,5296
42,5296
43,5296
44,5296
45,5296
46,5296
47,5296
48,5296
49,5296
50,5296
51,5296
52,5296
53,5296
54,5296
55,5296
56,5296
57,5296
58,5296
59,5296
60,5296
61,5296
62,5296
63,5296
64,5296
65,5296
66,5296
67,5296
68,5296
69,5296
70,5296
71,5296
72,5296
73,5296
74,5296
75,5296
76,5296
77,5296
78,5296
79,5296
80,5296
81,5296
82,5296
83,5296
84,5296
85,5296
86,5296
87,5296
88,5296
89,5296
90,5296
91,5296
92,5296
93,5296
94,5296
95,5296
96,5296
97,5296
98,5296
