0,748287
1,889370
2,890156
3,894508
4,894972
5,895242
6,895270
7,895327
8,895749
9,895885
10,896235
11,896316
12,896342
13,896360
14,921222
15,921749
16,921776
17,921931
18,922395
19,922423
20,922434
21,922461
22,922479
23,922488
24,922551
25,922561
26,923146
27,923149
28,923214
29,923222
30,923258
31,923267
32,923269
33,923417
34,923423
35,923427
36,923433
37,924503
38,924510
39,924530
40,924548
41,924561
42,924565
43,924587
44,924614
45,924627
46,924639
47,924642
48,941624
49,941628
50,941650
51,941655
52,941681
53,941684
54,941684
55,941705
56,941715
57,941723
58,941732
59,941739
60,941764
61,941775
62,941794
63,941881
64,941881
65,941892
66,941902
67,941909
68,941939
69,941944
70,941949
71,942001
72,942032
73,942037
74,942039
75,942052
76,942066
77,942079
78,942082
79,942098
80,942130
81,942130
82,942151
83,942156
84,942160
85,942162
86,942173
87,942189
88,942192
89,942198
90,942208
91,942214
92,942222
93,942237
94,942247
95,942275
96,942275
97,942294
98,942323
