0,16282
1,19212
2,19236
3,19236
4,19241
5,19256
6,19256
7,19256
8,19256
9,19261
10,19289
11,19289
12,19289
13,19289
14,19431
15,19431
16,19431
17,19431
18,19431
19,19431
20,19431
21,19431
22,19431
23,19431
24,19441
25,19441
26,19441
27,19441
28,19441
29,19441
30,19441
31,19441
32,19441
33,19445
34,19445
35,19445
36,19445
37,19473
38,19473
39,19473
40,19473
41,19473
42,19473
43,19473
44,19473
45,19473
46,19473
47,19473
48,19537
49,19537
50,19537
51,19537
52,19537
53,19537
54,19537
55,19537
56,19537
57,19537
58,19537
59,19537
60,19537
61,19537
62,19537
63,19537
64,19537
65,19537
66,19537
67,19537
68,19537
69,19537
70,19537
71,19552
72,19552
73,19552
74,19552
75,19552
76,19552
77,19552
78,19552
79,19552
80,19552
81,19552
82,19552
83,19552
84,19552
85,19552
86,19552
87,19552
88,19552
89,19552
90,19552
91,19552
92,19552
93,19552
94,19563
95,19563
96,19563
97,19563
98,19563
